Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, xs 256gb space grey unlocked mobile, 101006600 galaxy watch active 10100183900 imported available best price 10100102200 accepted 12k,12,2,6,20000
1, name0 se 64 gb brand new condition box, vivo 1010044900 4gb 6gb 128gb brand new sealed pack one year warranty bill cards accepted contact8o 565 26269,800,2,6,14000
1, phone 7 128 jet black color, best phone guys 101003600 pixel 2xl take use got gift 1010028300 best phone hai guys one want msg call even gare charg u want 101003600,593,13,5,18599
1, name0 5s 16gb, 128gb 101006600 s10 bought march blue colour currently black skin wrapped originally blue colour 101006200 available 101006100 available 1010014100 original available 1010014000 original available,929,8,2,8500
0, name233 8x 4gb64gb, 8gb ram 128gb storage good working condition looking good,547,10,7,8999
1, name123 7 32gb gold color, 10100000 models ailable starting price 7000 1010062600 name square garage √√ colours available √√ unused mobile phone√√ without scratch without dent watch available¶¶¶ seller warranty 2month ¶¶ contact number 9791137412 10100241600 interested call 10100000 models available √√√ best price 10100000 5s 666s6s77 88x models available 16gb32gb64gb128gb256gb available 10100000 models available 1010095300 debit √√ card available 1010062600 location 10100241700 10100241800 10100241900 back side 100feet road,1107,2,6,22000
1, name107 clearance name269 best phone models available name61 name62, description,552,13,5,9999
1, name0 xs 256gb going lowest 59900, 8gb ram 256 gb internal storage 4 months used brand new condition original bill whole box including charger warranty upto 22may 2020,640,15,5,59900
1, iphone name224 2 second generation, 1010023500 1010034000 g3rd 10100101100 excellent condition sale 2 gb ram 16 gb rom,1099,13,5,10500
1, iphone 6s 64, 1010015600 101007500 1010010300 warrenty till 1010077100 2020 screen guard back cover,216,13,5,13000
1, phone 8 red 64gb mint condition full kit accessories unused, purchased store 1010028100 put 1010028200 101006400 glass,839,1,3,28000
1, name0 7 32gb black excellent condition warranty name1936, 10 months old iphone 8 plus excellent condition 101008900 charger 101008900 earphones,552,13,5,20000
1, models available cod amazing prices, 101008700 10100000 available bill box cod,76,0,1,18999
2, good condition working rate 2500, 1010059000 charger headset jack build 3000 mah battery 3gb 32gb finger print sensor good quality,683,2,6,2500
1, name724 offers name87 phone top latest models available name61, description,582,10,7,12000
1, name0 6 good conditionno complaints neatly used phone, oneplus 7 101004900 10100136200 1010011700 12gb ram 256gb 101001400 excellent condition smooth display used refurbished models contact 10100147000,1111,11,4,16000
1, name0 xs name229 64 gb name103 name156 excellent condition, box charger good condition 6gb ram 64 gb 2 piece 1010092400 black accessories,670,13,5,57000
1, name0 name112 16gb mint condition 7500, fully functional mobilescreen damaged original charger,987,0,1,7500
1, name0 5s 16gb, 7 months old samsung galaxy s10 plus bill box charger earphones 4 back covers,380,4,0,5000
0, name233 9n name168 name117 4gb 64gb rom, accessories 6gb ram 128 gb inbuild memory bill box charger bill rs twenty nine thousand phone good condition still waranty come check phone take time available u call anytime,357,13,5,7900
1, amazing offer name87 name0 model, one plus 5t 8gb ram 128gb rom fixed price interested people message,582,10,7,12000
1, name0 7plus 32gb flawless condition, good condition,34,2,6,28499
1, name54 2month pic name0 6s 32gb name1406 name61, dead phone,59,11,4,21500
1, mind blowing performance name87 phone latest models best name2824, description,145,17,7,23000
2, name271 name1032 name1033 note name183, 1010015500 101009900 1010093700 airdots 10100164500 101006900 break line system make free voice wireless split body design mi airdots available 10100199000 10100115600 call number ad 1010011500 available 10100161600 10100102200 hdfc 1010017900icici 10100199200 1010017900sbi 10100199300 10100199400 10100101200 available idfc firsthomecredithdfctvs 10100199500 1010095200 u want 1010095100 1010011500 card 10100200500 10100200 23 years whats name mobile number number mentioned add get spot approval ur limit documents required 1010011500 10100199600 card 10100199700 10100199800 10100199900 1010017900 statement 1010083100 behind 10100200000 1010035000 10100112100 beside smiline dental 10100200100 colony 10100200200,179,17,7,4500
1, iphone6sbrandnewwithwarranty, hey purchased 1010011600 time launch around 6 months device absolutely perfect condition accessories charger pair earphones thanks,980,4,0,17500
1, name0 7 32gb, bill box earphones,959,8,2,18000
1, name0 7 128gb25000₹, कांटेक्ट,552,13,5,25000
1, name87 name0 7 32gb, oneplus 101006700 10100100800 available excellent condition used refurbished model contact 101007100,765,0,1,16000
1, name87 iphone 7 32 gb, 10100000 6 plus 128gb lots covers excellent condition many covers cases tempered glasses free well maintained,290,8,2,17000
1, iphone x 64gb, sell iphones guaranteed lowest price market warranty accessories,50,0,1,42800
1, applee iphone 8 display 55 inches, one year old less used good condition complaints fresh look full boxscreen protection glass niukin brand back protection cover,328,11,4,18655
1, iphone name112 32gb name54 name120 name115 option cod name2594, looks excellent 101006600 galaxy note 10 15 1010024200 old 11 months warranty instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,267,15,5,14900
1, name0 8 plus 256gb accessories bill, oneplus 7 pro 8gb256gb brand new n sealed pack bill n box hello guys brand new sealed pack original oneplus 7 pro bill box n accessories original price vareint 53k n providing u flagship super smartphone 48k ur interested free call negotiable price fix u cant buy price dont waste time,640,15,5,44500
1, phone 5s good condition camera working, 101001200 octacore 1010082000 655 gpu 1010082100 t830mp2 operating 10100500 10100600 60 1010049000 emui 41 display 55inch full 101008200 1920×1080 pixels resolution 1010053300 curved glass ramstorage 3gb32gb storage 4gb ram64gb storage expandable 128gb via microsd card dual rear cameras 12 mega pixel led flash pdaf 10100400 1010082200 2 mega pixel 101001800 101001600 8 mega pixel 101001900 3340mah 101007800 charging 1010021500 1010018700 volte 1010032400 101009900 gps 101002000 1509×726×82 mm weight 162 grams 1010037900 dual sim 101002200 sensor,631,4,0,4500
1, name0 6s 128gb space grey, scratch everything available charger cover,352,13,5,11000
1, name0 6s name89 display need, 101006600 galaxy a7 triple camera new condition dent scratch,69,2,6,2000
3, lenovo name1622 name178 32gb awesome condition, 1010036800 101006600 2 months old like brand new,193,15,5,4500
1, name54 name0 7 plus 256gb accessories 31999rs, 101006600 s10 plus 128 gb,496,4,0,31999
1, name87 name0 8 plus 256gb golden accessories, 101008700 10100000 6s 64gb accessories bill box 500 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,534,15,5,44200
1, name87 name0 7 plus dual camera 32gigz, best condition phone 1010011400 101006100 packed accessories 10100168600 used 1010013100 buyers 1010079700,534,15,5,26200
0, name233 7x name214, 101008700 10100000 10100141700 128gb brand new sealed warranty bill cards accepted colours 62k,1157,2,6,4000
3, lg v40 name1610 name117 6gb 128gb platinum grey, description,96,2,6,25000
1, 6s plus 16 gb, 12 1010021200 f24 52mm telephoto 134 10µm pdaf ois 2x optical zoom 12 1010021200 f18 28mm wide 13 122µm pdaf ois 12 1010021200 f24 52mm telephoto 134 10µm pdaf ois 2x optical zoom please call whatsapp no96437613 three two,578,0,1,13000
1, name87 name0 excellent performance latest models name1202 name85 c, 10100000 6 16gb phone charger erd 100 condition 1010045600 sall,132,0,1,23000
1, name0 7 gold, description,779,4,0,26000
1, name0 xs name229 256 gb, full kit bill excellent condition,880,2,6,82000
1, name0 7plus 128gb name180, oneplus · 10100600 · 64 inches screen · 101002200 1010088900 · 1010036400 10100115900 colors 1010011400 yes 1 year warranty contact details 8447016897,701,0,1,27400
1, name269 name350 offer 35off apple mobile, 10100147400 android mobൽ good condition without scratch,109,11,4,18600
2, name271 zuk 2 plus 3gb 32gb 13mp cam, good condition accessories,35,11,4,5600
1, phone xr 64 gb bill box packed brand new fix price, excellent condition 101006100 101006200 accessories give 2 back 1010050800 101005400 101006400 10100800,939,8,2,43000
1, name87 watch name251 2 42mm name119 name183 name191 name74, 101006600 galaxy 1010049100 four 101001600 10100176300 warranty till 10100176400 101006100 101006200 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,503,15,5,13800
1, iphone 11 name49 64 gb midnight green bill warranty, 2 months old warranty original accessories showroom conditionsellbarter,251,8,2,99900
1, name381 week name299 brings best deal iphonescall, 101006600 note 8 accessories available 128 gb rom new seal pack mobile india cash delivery available contact whatsapp number phone156300,328,11,4,16999
1, iphone 6 16gb name103, 1010028800 f1 6gb ram 128 gb,1112,11,4,6200
1, name0 6 64gb, refurbished oppo reno available discounted prices bill box cash delivery,765,0,1,12000
1, name0 name420 brand new 16gb warranty, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,286,4,0,4800
1, name0 6 64 gb, phone 7 1010019500 phone 7 plus phone 8s phone 8 plus phone x series x like 1010041400 10100141700 10100141800,1172,11,4,16500
1, name0 7 25k accessories, 10100000 7 rose gold 1 year old 1010026900 value 25k,263,1,3,25000
1, name0 7plus 128gb, 1010027400 note 5 4gb 101004600 32gb 101004700 fingerprint sensor 4g 1010021600 mobile good condition saler exchange also welcome,790,2,6,33000
1, phone 8 64gb name119 name1, lg 10100166200 10 month old accessories,535,15,5,28900
1, name251 3 42 mm gps brand new bill box packed, galaxy watch accessories original bill additional covers also scratches dents perfect condition,939,8,2,20000
1, name87 watch name251 3 42mm name183 name1799 name1800 unused, 101008400 a3 101004100 grey 6128gb variant 101006100 box available 10 days old,288,8,2,21200
1, name0 7 32gb mint condition, 2 months old redmi a2 interested chat,157,10,7,20000
1, phonexs 64 gb gold colour 100 cundition, 101004500 note 7 phone 4gb ram 64gb rom bill box 2 backcovers tuffen glass also 3months old,700,0,1,57000
1, 6s 32 gb grey, good condition 10 mount old,168,1,3,16000
1, name1857 silver colour low price good working condition, 10100244300 1500va invter good condition heavy duty big size cnt86loo86783,524,2,6,9000
1, name0 7plus 128 mint condition, 101001900 100,1009,1,3,27000
2, name271 name716 note, condition like new bill box available,132,0,1,3200
1, name87 name0 5s red, looks brand new 25 days old 11 months warranty instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,162,15,5,12800
1, best condition 15 year old, want purchase samsung a80 thatswhy selling phone bill box earphones 7 months old device 1010011400 available till dec 2019 single scracthes look like new phone brand 101008700 series 101001200 speed 184ghz 101001200 101008700 1010080900 type 1010081000 ram 2gb 101001500 101001400 32gb screen size 55 inch screen 1010081100 x 1080 pixels 101003700 1010081200 1010032700 rear 101001600 resolution12mp 101001800 cam 5mp 1010013400 1010081300 1010081400 1010013400 1010081300 2160p 101001800 101002200 101002300 35 mm headphone jack present 2750 mah battery 1010021500 101003300 sim 101003400 volte support,441,4,0,12000
